data,produto,preco_venda,custo,margem,canal,cidade,quantidade
2024-11-04,Rede Casal,133,86.35,46.65,Marketplace,João Pessoa-PB,4
2024-11-04,Rede Viagem,118,55.39,62.61,Marketplace,João Pessoa-PB,2
2024-11-04,Rede Infantil,83,40.97,42.03,WhatsApp,João Pessoa-PB,2
2024-11-04,Rede Tradicional,103,55.49,47.51,Instagram,Fortaleza-CE,4
2024-11-04,Rede Luxo,240,137.03,102.97,Site,São Bento-PB,3
2024-11-04,Rede Infantil,64,36.9,27.1,Loja Física,Fortaleza-CE,2
2024-11-04,Rede Viagem,119,64.0,55.0,Instagram,Jardim de Piranhas-RN,1
2024-11-05,Rede Viagem,103,57.95,45.05,Loja Física,Brejo do Cruz-PB,4
2024-11-05,Rede Infantil,61,40.82,20.18,Loja Física,João Pessoa-PB,3
2024-11-05,Rede Casal,139,71.81,67.19,Marketplace,Brejo do Cruz-PB,4
2024-11-05,Rede Infantil,87,36.24,50.76,WhatsApp,Brejo do Cruz-PB,4
2024-11-05,Rede Viagem,115,68.29,46.71,Marketplace,Jardim de Piranhas-RN,2
2024-11-05,Rede Luxo,218,141.28,76.72,Site,Brejo do Cruz-PB,1
2024-11-05,Rede Tradicional,88,56.7,31.3,WhatsApp,Fortaleza-CE,1
2024-11-05,Rede Infantil,92,32.4,59.6,Instagram,São Bento-PB,4
2024-11-05,Rede Casal,152,68.19,83.81,WhatsApp,São Bento-PB,2
2024-11-05,Rede Viagem,108,63.96,44.04,WhatsApp,Fortaleza-CE,2
2024-11-05,Rede Tradicional,81,43.41,37.59,Loja Física,João Pessoa-PB,3
2024-11-05,Rede Luxo,220,142.81,77.19,Loja Física,João Pessoa-PB,3
2024-11-05,Rede Tradicional,87,57.36,29.64,Marketplace,Jardim de Piranhas-RN,3
2024-11-05,Rede Viagem,133,51.83,81.17,Instagram,São Bento-PB,3
2024-11-05,Rede Infantil,83,31.75,51.25,Site,João Pessoa-PB,4
2024-11-05,Rede Viagem,118,70.72,47.28,Loja Física,Fortaleza-CE,2
2024-11-05,Rede Luxo,224,139.41,84.59,Loja Física,Fortaleza-CE,3
2024-11-06,Rede Infantil,61,34.97,26.03,Site,Brejo do Cruz-PB,3
2024-11-06,Rede Infantil,79,36.44,42.56,Marketplace,São Bento-PB,3
2024-11-06,Rede Casal,160,78.16,81.84,Marketplace,João Pessoa-PB,3
2024-11-06,Rede Infantil,82,37.68,44.32,WhatsApp,São Bento-PB,1
2024-11-06,Rede Luxo,241,112.83,128.17,Loja Física,São Bento-PB,1
2024-11-06,Rede Luxo,221,121.91,99.09,Site,São Bento-PB,4
2024-11-06,Rede Casal,151,75.43,75.57,WhatsApp,Jardim de Piranhas-RN,2
2024-11-06,Rede Viagem,134,56.89,77.11,Instagram,João Pessoa-PB,2
2024-11-06,Rede Tradicional,112,49.2,62.8,Loja Física,Fortaleza-CE,3
2024-11-07,Rede Casal,154,65.4,88.6,Site,João Pessoa-PB,1
2024-11-07,Rede Viagem,114,70.75,43.25,WhatsApp,São Bento-PB,1
2024-11-07,Rede Viagem,115,69.81,45.19,Marketplace,João Pessoa-PB,3
2024-11-07,Rede Luxo,233,99.73,133.27,Instagram,Jardim de Piranhas-RN,1
2024-11-07,Rede Casal,151,88.34,62.66,Marketplace,São Bento-PB,4
2024-11-07,Rede Tradicional,88,45.79,42.21,Site,Fortaleza-CE,2
2024-11-07,Rede Casal,157,87.75,69.25,Loja Física,Brejo do Cruz-PB,4
2024-11-07,Rede Casal,155,89.13,65.87,Loja Física,Brejo do Cruz-PB,3
2024-11-07,Rede Luxo,220,114.16,105.84,Site,Jardim de Piranhas-RN,1
2024-11-07,Rede Luxo,220,121.15,98.85,Marketplace,João Pessoa-PB,1
2024-11-07,Rede Tradicional,91,45.95,45.05,WhatsApp,Jardim de Piranhas-RN,4
2024-11-08,Rede Viagem,126,50.77,75.23,Site,Jardim de Piranhas-RN,2
2024-11-08,Rede Tradicional,103,43.98,59.02,Site,João Pessoa-PB,2
2024-11-08,Rede Viagem,128,66.37,61.63,Marketplace,São Bento-PB,3
2024-11-08,Rede Viagem,113,53.29,59.71,Marketplace,São Bento-PB,1
2024-11-08,Rede Luxo,232,131.31,100.69,WhatsApp,Fortaleza-CE,2
2024-11-08,Rede Tradicional,114,50.01,63.99,Loja Física,São Bento-PB,2
2024-11-08,Rede Viagem,103,51.13,51.87,Instagram,São Bento-PB,4
2024-11-08,Rede Casal,140,86.74,53.26,WhatsApp,São Bento-PB,2
2024-11-08,Rede Tradicional,96,47.54,48.46,Site,São Bento-PB,4
2024-11-08,Rede Casal,133,81.68,51.32,Instagram,Jardim de Piranhas-RN,4
2024-11-08,Rede Luxo,231,135.53,95.47,WhatsApp,Brejo do Cruz-PB,4
2024-11-09,Rede Infantil,63,39.43,23.57,Site,São Bento-PB,3
2024-11-09,Rede Tradicional,90,47.83,42.17,Site,Jardim de Piranhas-RN,4
2024-11-09,Rede Luxo,244,123.27,120.73,Site,Jardim de Piranhas-RN,2
2024-11-09,Rede Viagem,128,56.36,71.64,Instagram,Jardim de Piranhas-RN,3
2024-11-09,Rede Infantil,91,43.29,47.71,WhatsApp,João Pessoa-PB,2
2024-11-09,Rede Viagem,102,62.8,39.2,Marketplace,Jardim de Piranhas-RN,3
2024-11-09,Rede Casal,142,78.55,63.45,WhatsApp,Brejo do Cruz-PB,3
2024-11-09,Rede Infantil,79,36.84,42.16,WhatsApp,Jardim de Piranhas-RN,3
2024-11-09,Rede Casal,143,63.42,79.58,Site,Jardim de Piranhas-RN,4
2024-11-09,Rede Luxo,215,142.23,72.77,Site,Fortaleza-CE,1
2024-11-09,Rede Tradicional,92,56.62,35.38,Instagram,Jardim de Piranhas-RN,1
2024-11-09,Rede Tradicional,80,43.76,36.24,Marketplace,Brejo do Cruz-PB,3
2024-11-09,Rede Tradicional,88,47.29,40.71,WhatsApp,Fortaleza-CE,4
2024-11-09,Rede Casal,132,66.38,65.62,Site,São Bento-PB,4
2024-11-09,Rede Luxo,221,105.02,115.98,Site,Fortaleza-CE,2
2024-11-09,Rede Infantil,85,43.3,41.7,Loja Física,São Bento-PB,4
2024-11-10,Rede Viagem,107,69.43,37.57,Marketplace,Jardim de Piranhas-RN,1
2024-11-10,Rede Viagem,134,54.31,79.69,Site,Brejo do Cruz-PB,1
2024-11-10,Rede Tradicional,94,43.65,50.35,Loja Física,Brejo do Cruz-PB,2
2024-11-10,Rede Casal,164,73.3,90.7,Instagram,Jardim de Piranhas-RN,2
2024-11-10,Rede Luxo,224,111.41,112.59,Site,Jardim de Piranhas-RN,1
2024-11-10,Rede Infantil,77,38.19,38.81,Instagram,São Bento-PB,4
2024-11-10,Rede Infantil,67,33.44,33.56,Site,Brejo do Cruz-PB,2
2024-11-10,Rede Infantil,94,34.43,59.57,Marketplace,Brejo do Cruz-PB,3
2024-11-10,Rede Infantil,60,35.0,25.0,Site,Fortaleza-CE,4
2024-11-10,Rede Casal,138,86.67,51.33,Loja Física,Fortaleza-CE,3
2024-11-10,Rede Luxo,243,108.18,134.82,Instagram,Fortaleza-CE,3
2024-11-10,Rede Viagem,120,66.23,53.77,Loja Física,Fortaleza-CE,2
2024-11-10,Rede Infantil,80,35.66,44.34,Marketplace,Jardim de Piranhas-RN,4
2024-11-10,Rede Infantil,90,33.53,56.47,Loja Física,Brejo do Cruz-PB,3
2024-11-11,Rede Tradicional,114,57.95,56.05,Site,Fortaleza-CE,3
2024-11-11,Rede Infantil,66,38.03,27.97,Loja Física,Brejo do Cruz-PB,2
2024-11-11,Rede Infantil,79,40.54,38.46,Marketplace,Brejo do Cruz-PB,1
2024-11-11,Rede Viagem,114,69.01,44.99,Instagram,São Bento-PB,3
2024-11-11,Rede Tradicional,94,44.51,49.49,Marketplace,Brejo do Cruz-PB,1
2024-11-11,Rede Casal,148,72.1,75.9,Marketplace,Brejo do Cruz-PB,1
2024-11-11,Rede Luxo,241,129.34,111.66,WhatsApp,São Bento-PB,4
2024-11-11,Rede Tradicional,111,57.1,53.9,Loja Física,João Pessoa-PB,2
2024-11-11,Rede Infantil,89,32.49,56.51,WhatsApp,Brejo do Cruz-PB,3
2024-11-11,Rede Tradicional,80,44.89,35.11,WhatsApp,Brejo do Cruz-PB,2
2024-11-11,Rede Casal,156,87.85,68.15,Site,São Bento-PB,3
2024-11-12,Rede Tradicional,93,54.62,38.38,WhatsApp,João Pessoa-PB,3
2024-11-12,Rede Luxo,216,132.0,84.0,Loja Física,Jardim de Piranhas-RN,2
2024-11-12,Rede Luxo,229,108.83,120.17,WhatsApp,Brejo do Cruz-PB,1
2024-11-12,Rede Infantil,66,44.41,21.59,Marketplace,Brejo do Cruz-PB,3
2024-11-12,Rede Tradicional,94,45.93,48.07,Site,São Bento-PB,1
2024-11-12,Rede Casal,164,83.08,80.92,Instagram,Brejo do Cruz-PB,1
2024-11-12,Rede Luxo,232,142.26,89.74,Instagram,Jardim de Piranhas-RN,3
2024-11-12,Rede Viagem,102,60.88,41.12,Marketplace,Fortaleza-CE,2
2024-11-12,Rede Viagem,110,70.96,39.04,Loja Física,Brejo do Cruz-PB,4
2024-11-12,Rede Casal,162,81.47,80.53,Marketplace,Brejo do Cruz-PB,2
2024-11-12,Rede Tradicional,80,57.51,22.49,Loja Física,Brejo do Cruz-PB,3
2024-11-12,Rede Infantil,80,33.6,46.4,Marketplace,São Bento-PB,2
2024-11-12,Rede Casal,136,76.52,59.48,WhatsApp,João Pessoa-PB,1
2024-11-12,Rede Luxo,213,141.78,71.22,WhatsApp,Brejo do Cruz-PB,4
2024-11-13,Rede Viagem,104,58.69,45.31,Loja Física,Jardim de Piranhas-RN,3
2024-11-13,Rede Infantil,68,44.28,23.72,WhatsApp,Fortaleza-CE,1
2024-11-13,Rede Tradicional,93,52.15,40.85,Marketplace,Brejo do Cruz-PB,4
2024-11-13,Rede Viagem,122,57.98,64.02,WhatsApp,João Pessoa-PB,4
2024-11-13,Rede Viagem,114,58.93,55.07,Marketplace,Brejo do Cruz-PB,4
2024-11-13,Rede Casal,134,68.36,65.64,Instagram,Jardim de Piranhas-RN,1
2024-11-13,Rede Viagem,126,55.13,70.87,Loja Física,Fortaleza-CE,4
2024-11-13,Rede Tradicional,85,49.17,35.83,Site,Brejo do Cruz-PB,4
2024-11-13,Rede Tradicional,85,58.01,26.99,Loja Física,Jardim de Piranhas-RN,3
2024-11-13,Rede Infantil,88,37.05,50.95,Site,João Pessoa-PB,1
2024-11-14,Rede Viagem,103,54.28,48.72,Instagram,Brejo do Cruz-PB,1
2024-11-14,Rede Infantil,61,38.62,22.38,Site,São Bento-PB,3
2024-11-14,Rede Tradicional,90,58.25,31.75,Instagram,Brejo do Cruz-PB,2
2024-11-14,Rede Casal,136,87.38,48.62,Loja Física,João Pessoa-PB,1
2024-11-14,Rede Casal,137,89.88,47.12,WhatsApp,João Pessoa-PB,1
2024-11-14,Rede Tradicional,92,53.21,38.79,Marketplace,São Bento-PB,1
2024-11-14,Rede Infantil,76,35.92,40.08,Loja Física,Jardim de Piranhas-RN,1
2024-11-14,Rede Casal,145,87.79,57.21,Site,Brejo do Cruz-PB,2
2024-11-14,Rede Casal,137,65.72,71.28,Loja Física,São Bento-PB,1
2024-11-14,Rede Tradicional,85,56.94,28.06,Site,João Pessoa-PB,4
2024-11-14,Rede Tradicional,90,41.81,48.19,Loja Física,Brejo do Cruz-PB,4
2024-11-14,Rede Viagem,128,64.27,63.73,Marketplace,Jardim de Piranhas-RN,2
2024-11-15,Rede Luxo,244,133.1,110.9,Instagram,Brejo do Cruz-PB,3
2024-11-15,Rede Infantil,61,40.43,20.57,WhatsApp,Jardim de Piranhas-RN,3
2024-11-15,Rede Casal,155,80.54,74.46,WhatsApp,Jardim de Piranhas-RN,1
2024-11-15,Rede Luxo,237,121.95,115.05,Marketplace,João Pessoa-PB,1
2024-11-15,Rede Tradicional,111,52.07,58.93,Site,São Bento-PB,4
2024-11-15,Rede Viagem,119,67.15,51.85,WhatsApp,São Bento-PB,3
2024-11-15,Rede Casal,136,64.64,71.36,WhatsApp,Fortaleza-CE,3
2024-11-15,Rede Viagem,101,66.96,34.04,WhatsApp,Brejo do Cruz-PB,3
2024-11-15,Rede Luxo,214,141.46,72.54,Instagram,São Bento-PB,3
2024-11-15,Rede Luxo,216,106.75,109.25,Instagram,Fortaleza-CE,4
2024-11-15,Rede Infantil,83,33.11,49.89,Marketplace,João Pessoa-PB,2
2024-11-15,Rede Infantil,77,33.47,43.53,Loja Física,São Bento-PB,2
2024-11-15,Rede Luxo,218,130.5,87.5,Instagram,João Pessoa-PB,3
2024-11-15,Rede Tradicional,86,57.21,28.79,WhatsApp,Jardim de Piranhas-RN,4
2024-11-15,Rede Tradicional,98,50.63,47.37,Loja Física,São Bento-PB,2
2024-11-15,Rede Tradicional,107,41.9,65.1,Site,São Bento-PB,3
2024-11-15,Rede Viagem,101,59.56,41.44,Marketplace,São Bento-PB,2
2024-11-15,Rede Casal,147,84.72,62.28,Marketplace,Fortaleza-CE,1
2024-11-15,Rede Infantil,88,45.35,42.65,WhatsApp,Fortaleza-CE,4
2024-11-16,Rede Viagem,103,56.26,46.74,Loja Física,Brejo do Cruz-PB,3
2024-11-16,Rede Casal,156,86.53,69.47,Marketplace,João Pessoa-PB,4
2024-11-16,Rede Infantil,94,45.25,48.75,Site,João Pessoa-PB,4
2024-11-16,Rede Viagem,110,61.86,48.14,WhatsApp,João Pessoa-PB,3
2024-11-16,Rede Tradicional,86,41.52,44.48,Instagram,Fortaleza-CE,1
2024-11-16,Rede Luxo,210,136.98,73.02,Marketplace,Jardim de Piranhas-RN,1
2024-11-16,Rede Luxo,232,117.22,114.78,Loja Física,Brejo do Cruz-PB,3
2024-11-16,Rede Casal,143,70.38,72.62,Site,Brejo do Cruz-PB,3
2024-11-16,Rede Casal,143,66.1,76.9,Loja Física,João Pessoa-PB,2
2024-11-16,Rede Luxo,232,124.1,107.9,WhatsApp,Fortaleza-CE,4
2024-11-16,Rede Infantil,67,44.85,22.15,Loja Física,Jardim de Piranhas-RN,2
2024-11-16,Rede Viagem,108,63.75,44.25,Marketplace,João Pessoa-PB,4
2024-11-16,Rede Infantil,61,34.33,26.67,Site,João Pessoa-PB,2
2024-11-16,Rede Infantil,93,43.19,49.81,Loja Física,São Bento-PB,3
2024-11-16,Rede Luxo,226,139.75,86.25,Site,João Pessoa-PB,2
2024-11-17,Rede Tradicional,107,43.73,63.27,WhatsApp,Brejo do Cruz-PB,2
2024-11-17,Rede Luxo,230,125.17,104.83,Loja Física,Fortaleza-CE,3
2024-11-17,Rede Tradicional,114,43.61,70.39,Loja Física,Jardim de Piranhas-RN,2
2024-11-17,Rede Infantil,87,36.72,50.28,Marketplace,Jardim de Piranhas-RN,2
2024-11-17,Rede Luxo,214,121.22,92.78,Instagram,Brejo do Cruz-PB,1
2024-11-17,Rede Luxo,228,141.81,86.19,WhatsApp,João Pessoa-PB,2
2024-11-17,Rede Luxo,222,114.52,107.48,WhatsApp,São Bento-PB,1
2024-11-17,Rede Viagem,121,62.59,58.41,Instagram,João Pessoa-PB,3
2024-11-17,Rede Viagem,133,49.72,83.28,Marketplace,Jardim de Piranhas-RN,2
2024-11-18,Rede Viagem,120,69.57,50.43,Loja Física,Brejo do Cruz-PB,4
2024-11-18,Rede Luxo,239,141.1,97.9,Loja Física,Jardim de Piranhas-RN,3
2024-11-18,Rede Tradicional,92,55.02,36.98,Instagram,São Bento-PB,4
2024-11-18,Rede Luxo,232,113.22,118.78,Loja Física,Brejo do Cruz-PB,4
2024-11-18,Rede Luxo,220,103.63,116.37,WhatsApp,Jardim de Piranhas-RN,2
2024-11-18,Rede Viagem,132,61.65,70.35,Marketplace,João Pessoa-PB,2
2024-11-18,Rede Casal,164,82.78,81.22,Marketplace,Fortaleza-CE,1
2024-11-18,Rede Tradicional,109,42.93,66.07,Site,Jardim de Piranhas-RN,4
2024-11-18,Rede Infantil,88,38.93,49.07,Site,São Bento-PB,3
2024-11-18,Rede Viagem,122,63.25,58.75,WhatsApp,Fortaleza-CE,1
2024-11-19,Rede Viagem,132,61.57,70.43,Site,São Bento-PB,2
2024-11-19,Rede Luxo,223,123.3,99.7,WhatsApp,Jardim de Piranhas-RN,1
2024-11-19,Rede Infantil,89,43.11,45.89,WhatsApp,Fortaleza-CE,3
2024-11-19,Rede Casal,139,72.05,66.95,Site,Jardim de Piranhas-RN,1
2024-11-19,Rede Infantil,82,33.59,48.41,Site,Jardim de Piranhas-RN,2
2024-11-19,Rede Casal,155,78.61,76.39,Site,Fortaleza-CE,2
2024-11-19,Rede Infantil,89,37.88,51.12,Loja Física,Fortaleza-CE,2
2024-11-19,Rede Infantil,65,33.86,31.14,Marketplace,Brejo do Cruz-PB,1
2024-11-19,Rede Tradicional,82,48.0,34.0,Loja Física,João Pessoa-PB,2
2024-11-19,Rede Luxo,214,119.37,94.63,Loja Física,Brejo do Cruz-PB,2
2024-11-19,Rede Infantil,81,43.56,37.44,Site,Jardim de Piranhas-RN,2
2024-11-19,Rede Viagem,101,49.79,51.21,Loja Física,João Pessoa-PB,2
2024-11-19,Rede Viagem,109,51.91,57.09,Loja Física,João Pessoa-PB,3
2024-11-20,Rede Viagem,102,63.53,38.47,Loja Física,Brejo do Cruz-PB,3
2024-11-20,Rede Viagem,107,54.92,52.08,Instagram,Brejo do Cruz-PB,1
2024-11-20,Rede Viagem,120,61.87,58.13,Marketplace,Brejo do Cruz-PB,3
2024-11-20,Rede Viagem,113,56.34,56.66,Instagram,São Bento-PB,1
2024-11-20,Rede Tradicional,83,53.58,29.42,Site,São Bento-PB,3
2024-11-20,Rede Infantil,68,33.21,34.79,Site,Jardim de Piranhas-RN,1
2024-11-20,Rede Viagem,102,54.18,47.82,Site,Brejo do Cruz-PB,3
2024-11-20,Rede Viagem,112,61.78,50.22,WhatsApp,Jardim de Piranhas-RN,3
2024-11-20,Rede Casal,145,72.11,72.89,Instagram,João Pessoa-PB,4
2024-11-20,Rede Infantil,87,43.04,43.96,Loja Física,Jardim de Piranhas-RN,1
2024-11-20,Rede Tradicional,84,57.83,26.17,Instagram,Fortaleza-CE,4
2024-11-20,Rede Viagem,117,68.64,48.36,Loja Física,Jardim de Piranhas-RN,2
2024-11-20,Rede Luxo,236,110.29,125.71,WhatsApp,Jardim de Piranhas-RN,2
2024-11-20,Rede Luxo,212,126.97,85.03,Site,São Bento-PB,2
2024-11-20,Rede Tradicional,84,54.29,29.71,Loja Física,Jardim de Piranhas-RN,1
2024-11-20,Rede Casal,133,67.91,65.09,Site,João Pessoa-PB,2
2024-11-21,Rede Infantil,63,31.85,31.15,Loja Física,João Pessoa-PB,4
2024-11-21,Rede Viagem,133,57.59,75.41,Site,João Pessoa-PB,4
2024-11-21,Rede Casal,139,79.06,59.94,WhatsApp,São Bento-PB,1
2024-11-21,Rede Infantil,80,39.33,40.67,Loja Física,João Pessoa-PB,2
2024-11-21,Rede Viagem,120,62.1,57.9,Instagram,Brejo do Cruz-PB,2
2024-11-21,Rede Luxo,224,113.19,110.81,Site,São Bento-PB,4
2024-11-21,Rede Luxo,239,99.83,139.17,Site,João Pessoa-PB,1
2024-11-21,Rede Viagem,116,49.55,66.45,Marketplace,São Bento-PB,3
2024-11-21,Rede Infantil,68,42.7,25.3,Instagram,Jardim de Piranhas-RN,3
2024-11-21,Rede Luxo,212,106.52,105.48,WhatsApp,São Bento-PB,1
2024-11-21,Rede Casal,152,66.45,85.55,Site,Jardim de Piranhas-RN,1
2024-11-21,Rede Tradicional,103,42.49,60.51,Instagram,Brejo do Cruz-PB,3
2024-11-21,Rede Casal,155,86.82,68.18,Instagram,São Bento-PB,3
2024-11-21,Rede Casal,157,67.47,89.53,Marketplace,Jardim de Piranhas-RN,3
2024-11-21,Rede Infantil,80,36.49,43.51,Site,João Pessoa-PB,4
2024-11-21,Rede Tradicional,107,44.54,62.46,WhatsApp,São Bento-PB,4
2024-11-21,Rede Infantil,62,36.19,25.81,Marketplace,São Bento-PB,3
2024-11-21,Rede Tradicional,104,46.9,57.1,Site,Fortaleza-CE,4
2024-11-21,Rede Casal,149,66.44,82.56,Site,João Pessoa-PB,4
2024-11-22,Rede Casal,158,74.88,83.12,Instagram,João Pessoa-PB,1
2024-11-22,Rede Tradicional,86,45.9,40.1,Marketplace,Fortaleza-CE,3
2024-11-22,Rede Tradicional,98,47.65,50.35,Site,Brejo do Cruz-PB,3
2024-11-22,Rede Viagem,115,69.96,45.04,Loja Física,Fortaleza-CE,2
2024-11-22,Rede Infantil,77,40.58,36.42,WhatsApp,João Pessoa-PB,4
2024-11-22,Rede Infantil,68,32.87,35.13,Loja Física,Fortaleza-CE,4
2024-11-22,Rede Infantil,62,43.41,18.59,Loja Física,Brejo do Cruz-PB,3
2024-11-22,Rede Casal,139,82.46,56.54,Marketplace,São Bento-PB,1
2024-11-23,Rede Infantil,85,44.44,40.56,Marketplace,Fortaleza-CE,4
2024-11-23,Rede Infantil,82,38.83,43.17,Site,São Bento-PB,2
2024-11-23,Rede Viagem,112,54.08,57.92,Instagram,Brejo do Cruz-PB,3
2024-11-23,Rede Casal,132,77.61,54.39,Instagram,São Bento-PB,2
2024-11-23,Rede Casal,141,80.74,60.26,Loja Física,São Bento-PB,1
2024-11-23,Rede Luxo,224,126.63,97.37,Marketplace,João Pessoa-PB,1
2024-11-23,Rede Viagem,123,63.13,59.87,Loja Física,Brejo do Cruz-PB,1
2024-11-23,Rede Casal,154,67.43,86.57,WhatsApp,Fortaleza-CE,3
2024-11-23,Rede Tradicional,110,57.82,52.18,Site,Jardim de Piranhas-RN,2
2024-11-23,Rede Viagem,118,63.05,54.95,Site,João Pessoa-PB,3
2024-11-23,Rede Casal,151,81.78,69.22,WhatsApp,São Bento-PB,4
2024-11-23,Rede Casal,148,90.12,57.88,WhatsApp,João Pessoa-PB,2
2024-11-23,Rede Viagem,124,66.37,57.63,Marketplace,Fortaleza-CE,1
2024-11-23,Rede Tradicional,109,44.33,64.67,Loja Física,São Bento-PB,3
2024-11-23,Rede Infantil,74,41.47,32.53,WhatsApp,Brejo do Cruz-PB,1
2024-11-23,Rede Tradicional,92,45.3,46.7,Site,Brejo do Cruz-PB,2
2024-11-23,Rede Tradicional,112,43.74,68.26,Loja Física,São Bento-PB,4
2024-11-24,Rede Tradicional,85,55.33,29.67,WhatsApp,Jardim de Piranhas-RN,3
2024-11-24,Rede Casal,133,73.66,59.34,Marketplace,São Bento-PB,2
2024-11-24,Rede Viagem,117,57.53,59.47,Instagram,Fortaleza-CE,1
2024-11-24,Rede Infantil,84,43.54,40.46,Site,Brejo do Cruz-PB,4
2024-11-24,Rede Infantil,67,43.61,23.39,WhatsApp,Fortaleza-CE,3
2024-11-24,Rede Tradicional,84,48.89,35.11,Site,João Pessoa-PB,4
2024-11-24,Rede Viagem,130,70.11,59.89,WhatsApp,João Pessoa-PB,3
2024-11-24,Rede Viagem,112,64.47,47.53,Loja Física,Jardim de Piranhas-RN,1
2024-11-24,Rede Tradicional,84,54.65,29.35,WhatsApp,São Bento-PB,4
2024-11-24,Rede Luxo,222,112.9,109.1,Loja Física,São Bento-PB,3
2024-11-24,Rede Infantil,88,39.48,48.52,WhatsApp,São Bento-PB,2
2024-11-24,Rede Viagem,121,61.65,59.35,Loja Física,Brejo do Cruz-PB,1
2024-11-24,Rede Infantil,61,37.67,23.33,Instagram,Brejo do Cruz-PB,1
2024-11-24,Rede Tradicional,84,44.02,39.98,Marketplace,São Bento-PB,1
2024-11-24,Rede Tradicional,94,44.81,49.19,Site,Jardim de Piranhas-RN,3
2024-11-24,Rede Luxo,219,133.38,85.62,Loja Física,Jardim de Piranhas-RN,4
2024-11-25,Rede Infantil,60,42.35,17.65,WhatsApp,Fortaleza-CE,4
2024-11-25,Rede Tradicional,80,53.24,26.76,WhatsApp,Jardim de Piranhas-RN,1
2024-11-25,Rede Viagem,112,71.15,40.85,Marketplace,Brejo do Cruz-PB,4
2024-11-25,Rede Tradicional,85,50.21,34.79,Site,Fortaleza-CE,4
2024-11-25,Rede Luxo,220,110.1,109.9,WhatsApp,São Bento-PB,2
2024-11-25,Rede Infantil,82,41.4,40.6,Loja Física,João Pessoa-PB,4
2024-11-25,Rede Luxo,239,135.78,103.22,Instagram,Brejo do Cruz-PB,1
2024-11-25,Rede Casal,131,79.46,51.54,Site,São Bento-PB,3
2024-11-25,Rede Luxo,238,119.47,118.53,Marketplace,São Bento-PB,4
2024-11-25,Rede Tradicional,100,40.55,59.45,WhatsApp,João Pessoa-PB,3
2024-11-25,Rede Tradicional,91,53.43,37.57,Instagram,Fortaleza-CE,1
2024-11-25,Rede Viagem,119,58.41,60.59,WhatsApp,Fortaleza-CE,4
2024-11-25,Rede Infantil,75,44.72,30.28,Loja Física,Jardim de Piranhas-RN,4
2024-11-25,Rede Casal,152,76.19,75.81,Instagram,São Bento-PB,4
2024-11-26,Rede Infantil,79,36.0,43.0,Instagram,Fortaleza-CE,2
2024-11-26,Rede Luxo,216,141.9,74.1,WhatsApp,Fortaleza-CE,4
2024-11-26,Rede Infantil,78,38.34,39.66,Site,Jardim de Piranhas-RN,4
2024-11-26,Rede Infantil,83,42.45,40.55,Site,Brejo do Cruz-PB,3
2024-11-26,Rede Infantil,89,44.58,44.42,WhatsApp,Jardim de Piranhas-RN,4
2024-11-26,Rede Luxo,213,137.36,75.64,Loja Física,Brejo do Cruz-PB,3
2024-11-26,Rede Luxo,243,106.96,136.04,Site,João Pessoa-PB,4
2024-11-26,Rede Infantil,88,33.37,54.63,Marketplace,Jardim de Piranhas-RN,4
2024-11-27,Rede Viagem,100,53.51,46.49,Marketplace,Jardim de Piranhas-RN,4
2024-11-27,Rede Infantil,80,36.28,43.72,Instagram,Jardim de Piranhas-RN,4
2024-11-27,Rede Tradicional,94,58.36,35.64,Loja Física,João Pessoa-PB,4
2024-11-27,Rede Luxo,236,100.79,135.21,WhatsApp,Jardim de Piranhas-RN,1
2024-11-27,Rede Luxo,212,136.98,75.02,Site,João Pessoa-PB,1
2024-11-27,Rede Casal,152,79.64,72.36,WhatsApp,Jardim de Piranhas-RN,1
2024-11-27,Rede Casal,141,64.16,76.84,Loja Física,Jardim de Piranhas-RN,1
2024-11-27,Rede Infantil,64,37.96,26.04,Instagram,Fortaleza-CE,3
2024-11-27,Rede Casal,141,69.81,71.19,Instagram,Brejo do Cruz-PB,1
2024-11-27,Rede Tradicional,100,50.83,49.17,Site,João Pessoa-PB,3
2024-11-27,Rede Tradicional,90,49.69,40.31,Marketplace,São Bento-PB,1
2024-11-27,Rede Infantil,66,37.69,28.31,Site,Jardim de Piranhas-RN,4
2024-11-27,Rede Tradicional,96,45.75,50.25,Marketplace,Fortaleza-CE,2
2024-11-27,Rede Luxo,234,108.39,125.61,Loja Física,João Pessoa-PB,1
2024-11-27,Rede Luxo,224,132.75,91.25,Site,São Bento-PB,1
2024-11-28,Rede Viagem,104,51.88,52.12,Site,Fortaleza-CE,4
2024-11-28,Rede Tradicional,108,47.16,60.84,Loja Física,Brejo do Cruz-PB,2
2024-11-28,Rede Casal,135,80.37,54.63,Loja Física,São Bento-PB,1
2024-11-28,Rede Luxo,215,128.43,86.57,Loja Física,Fortaleza-CE,2
2024-11-28,Rede Casal,143,82.58,60.42,Loja Física,Fortaleza-CE,2
2024-11-28,Rede Infantil,82,37.41,44.59,Site,João Pessoa-PB,2
2024-11-28,Rede Infantil,79,40.31,38.69,Marketplace,São Bento-PB,4
2024-11-28,Rede Tradicional,105,42.79,62.21,Marketplace,Jardim de Piranhas-RN,2
2024-11-28,Rede Tradicional,90,57.65,32.35,WhatsApp,João Pessoa-PB,3
2024-11-28,Rede Infantil,60,35.59,24.41,WhatsApp,João Pessoa-PB,1
